4:586
499000,121,3,2,#542
678000,141,4,2,#543
409000,88,3,1,#544
3299000,192,3,3,#545
920000,68,1,1,#546
900000,65,1,1,#547
940000,68,1,1,#548
575000,37,0,1,#549
920000,68,1,1,#550
1520000,109,2,2,#551
915000,63,1,1,#552
995000,65,1,1,#553
1425000,91,1,1,#554
899000,268,4,2,#555
825000,60,1,1,#556
899000,63,1,1,#557
2125000,78,1,1,#558
4485000,168,2,2,#559
13450000,970,29,18,#560
5995000,294,4,2,#561
235900,65,1,1,#562
735000,87,1,1,#563
675000,74,1,1,#564
3600000,141,2,3,#565
825000,53,0,1,#566
1949000,190,3,3,#567
1695000,70,1,1,#568
459000,67,1,1,#569
1505000,101,2,2,#570
545000,74,1,1,#571
729000,41,0,1,#572
625000,58,1,1,#573
775000,74,1,1,#574
1700000,334,6,3,#575
2500000,185,4,3,#576
525000,55,0,1,#577
4500000,192,3,3,#578
2495000,185,4,2,#579
6600000,220,4,3,#580
675000,51,0,1,#581
799000,69,1,1,#582
4180000,129,2,2,#583
560000,41,0,1,#584
460000,111,3,2,#585
27000000,18000,10,13,#586
